id,author,author_id,text,timestamp,like_count,is_favorited,is_pinned,parent,video_id
Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9g3byXqqu,@alfahrizi4727,UCadwUwjpv4jE7-7BwgcgQVA,"Kalian kalo tanpa teks kalian bilang ""presiden kok asal jeplak aja ngomong nya.. giliran pakai teks.kalian nyinyir juga..
Maunya apa sih?",1783900800,0,False,False,Ugw0fjNnalTU2Z2N-kt4AaABAg,
Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9iEN3qMYm,@penontonsetia9125,UCTPZCQ4oOimjw_u1pj-OX4Q,​ @alfahrizi4727 mau nya ganti presiden,1783900800,0,False,False,Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9g3byXqqu,
Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9hRkQ6JoF,@tuminahminah1674,UCamJUH4xqa3xxpuWNYbvtww,Barisan sakit hati ODGJ,1783900800,0,False,False,Ugw0fjNnalTU2Z2N-kt4AaABAg,
Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9iItx6TxF,@penontonsetia9125,UCTPZCQ4oOimjw_u1pj-OX4Q,​ @tuminahminah1674 sesama ODGJ jangan saling mencela,1783900800,0,False,False,Ugw0fjNnalTU2Z2N-kt4AaABAg.AZ9es0CELQMAZ9hRkQ6JoF,
Ugzg2TGzMemehAqiEsB4AaABAg,@sumartoislim4743,UC5iMgXtXiuT8kDqYR74wIxg,"Rakyat bersama Presiden Prabowo🇮🇩
Sehat selalu Presidenku🤲",1783900800,4,False,False,root,
Ugzg2TGzMemehAqiEsB4AaABAg.AZ9eENKcp2sAZ9wa4eVbGC,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,10+6=17,1783900800,0,False,False,Ugzg2TGzMemehAqiEsB4AaABAg,
UgwQuiVXC53HPcR3INl4AaABAg,@wiwinwiwin2432,UCdsTNparPAmo2P_-caKGrhA,Ah PHP... ekonomi hari ini  lesu...besok ya besok...yg penting sekarang...!!!?,1783900800,1,False,False,root,
UgyoJ7__CY6-jPC1bhZ4AaABAg,@noukesembel6460,UCil52-csu6P-V3HPETpK1ow,"Setelah pidato hari ini,,,besok IHSG rontok,dan dollar 18,500 rupiah",1783900800,2,False,False,root,
UgwOyKozN3IMBZfLU6R4AaABAg,@SyafeQah1990,UC5XyLxDIh42qHlRYAVWbejg,Banyak Negara Iri...???...ngak ada yg iri 😂😂😂😂😂😂😂😂,1783900800,3,False,False,root,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9g7Wh76Qh,@alfahrizi4727,UCadwUwjpv4jE7-7BwgcgQVA,Kamu kan di kampung mana tau negara luar😂,1783900800,1,False,False,UgwOyKozN3IMBZfLU6R4AaABAg,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9mg0G2Rsw,@SyafeQah1990,UC5XyLxDIh42qHlRYAVWbejg, @alfahrizi4727 Negara mana Yg iri sama negara mundur 😭😭😭😭😭,1783900800,1,False,False,UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9g7Wh76Qh,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9n1gkUVpn,@alfahrizi4727,UCadwUwjpv4jE7-7BwgcgQVA,"​ @SyafeQah1990 ya itu kamu di kmpung jadi gatau negara mana yang iri sama Indonesia😂..

Jangan hina Indonesia kalo masih cari makan dan hidup di Indonesia 😂😂",1783900800,0,False,False,UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9mg0G2Rsw,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9nbEnwH0p,@SyafeQah1990,UC5XyLxDIh42qHlRYAVWbejg, @alfahrizi4727  jgn munafik kamu....sama aja kayak wowo...bicara ngak sesuai fakta... gak bisa menerima kenyataan kalo ngak ada yg iri sama indonesia....bangun woiii..!!..bangun..!!....,1783900800,0,False,False,UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9mg0G2Rsw,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZBLw9VLzZh,@nani3858,UC9kxc8W-bCOglK4YHMlF6zw,"​ @alfahrizi4727 apasih kampung kampung kampung, negara mana coba yang iri sama Indonesia? Hah? Negara mana?",1783900800,0,False,False,UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9mg0G2Rsw,
UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZBUD40vC8x,@DienNisa-h8c,UCrT90-KiAJ4O7XV4L0nVGvQ,​ @alfahrizi4727 harusnya literasi kamu yg harus di perluas..😂 ihsg ancur pajek ugal ugalan mana ada negara lain iri kocak lo.,1783900800,0,False,False,UgwOyKozN3IMBZfLU6R4AaABAg.AZ9duM4h0lPAZ9g7Wh76Qh,
UgzHoQJL0cK3e_KYWBt4AaABAg,@setyo615,UCJp4hzBmYJquUGMF0-RZdOg,"Prabowo sedang mempersiapkan karpet yg adil merata bagi semua rakyat. 

Selama ini lapangan tidak rata. Kondisi kesehatan tidak merata. Kemampuan meraih pendidikan tidak merata. Prabowo sedang meratakan lapangan. 

Benar2 sosialis murni",1783900800,5,False,False,root,
UgzHoQJL0cK3e_KYWBt4AaABAg.AZ9dLqgb7vWAZBELXdjsAs,@Ben-qy5vi,UCNrjjs8PlHr8J4Bvy1DedjA,"Prabowo SOSIALIS BETUL, tapi MENTERINYA TOL0LIS, jadi kebijakan2 SOSIALIS Prabowo jadi T0LOL ditangan menterinya karena ga punya paham yang sama!",1783900800,0,False,False,UgzHoQJL0cK3e_KYWBt4AaABAg,
UgxNH_AWYleAu2Jf_Vp4AaABAg,@JoniAhmadZaelani,UCro7oSU97x5upC9f4Wy-bRg,Pak nasib pedagang dan pasar tradisional gimana pak presiden,1783900800,1,False,False,root,
UgxNH_AWYleAu2Jf_Vp4AaABAg.AZ9cvF2K1-RAZ9mEOjk7D7,@ridwansaputra8944,UCTD8txpoNAckc-qK-doEqHA,Kemarin dia bilang emang gue pikirin,1783900800,0,False,False,UgxNH_AWYleAu2Jf_Vp4AaABAg,
UgzTaqRWUCzALStweh14AaABAg,@franhs2000,UCo748auZfqsIdEUx3j0IoJQ,"wah besok IHSG rontok lagi.... pidato kosong kenyataan terbalik, ekonomi makin susah...",1783900800,0,False,False,root,
UgzO8P1bVEaqw9LO_KF4AaABAg,@UmiEneng-q8k,UCw_-hAOBgzppzhGz-c4Y0Hg,Yang membuat negara hancur ekonomi lemah siapa coba yang rakyatnya sengsara siapa lagi kalo si koruktor garong2 x duit duit rakyat uang negara,1783900800,0,False,False,root,
UgzMAMUiu84srk02eqh4AaABAg,@YonoHeto,UCzQkRnZFpTdhAOQGt9NN5dg,Terima kasih mas Tiyo ucapkan MBG maling berkedok gizi!!!! Ternya nyata !!! Terungkap sekarang,1783900800,2,False,False,root,
Ugzvx_i6BO54plJTc-N4AaABAg,@naomimiaou9038,UCbSm_eZ6LBAzPQ1cq61KIxw,Entut Mberood...:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,1783900800,0,False,False,root,
Ugzvx_i6BO54plJTc-N4AaABAg.AZ9bSq795mdAZ9hq0YSKAQ,@tuminahminah1674,UCamJUH4xqa3xxpuWNYbvtww,Salam Prabowo Gibran 2 periode,1783900800,0,False,False,Ugzvx_i6BO54plJTc-N4AaABAg,
UgwNGdt7wMQN_o913z14AaABAg,@V2418Vivo,UCSFe8E5CUh4lphcLeHQf5UQ,"Ini baru pemimpin sejati, prabowo persatuan Indonesia terus maju, rakyat sejahtera❤❤❤",1783900800,11,False,False,root,
UgwNGdt7wMQN_o913z14AaABAg.AZ9auFdHqtuAZ9wXrtljQn,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,10+6=17,1783900800,2,False,False,UgwNGdt7wMQN_o913z14AaABAg,
UgwNGdt7wMQN_o913z14AaABAg.AZ9auFdHqtuAZABtS2b2hI,@asnah0153,UClvMsPy6gU_WKM5MmUnEQyA,​ @fajarnurikhsan-e1u 😂😂😂,1783900800,0,False,False,UgwNGdt7wMQN_o913z14AaABAg.AZ9auFdHqtuAZ9wXrtljQn,
UgwNGdt7wMQN_o913z14AaABAg.AZ9auFdHqtuAZAYi06XZuG,@dantikris8011,UCrOxhBAytVzOB1kB4t4wLUA,Cair bang😂,1783900800,0,False,False,UgwNGdt7wMQN_o913z14AaABAg,
UgwNGdt7wMQN_o913z14AaABAg.AZ9auFdHqtuAZB7vzwJ5I6,@rizadipermana1631,UCkmuhIn1hi5UsfWY94qgabw,Hah,1783900800,0,False,False,UgwNGdt7wMQN_o913z14AaABAg,
UgzWdmOP4AItee_sIEN4AaABAg,@Kustutik-l1f1r,UCdUIk42bZXc7wB4pFRZwMiw,"Sejak awal pidatonya itu2 aja,gk ada yang baru hanya omon2 doang,menggebu2 tiru gaya Presiden Soekarno..jauh",1783900800,1,False,False,root,
UgxDvlJc_xXBAQkO1gx4AaABAg,@giatogiato,UC6Od4mGwgaro5IDYIlD2nPw,"Pejabat dan penegak hukum yg korup dan menghamburkan uang pajak sehingga menimbulkan kerugian negara, tp rakyatny yg diperas melalui pajak. Banggalah dan tertawalah menjadi pemimpin negara korup. Ngapain koruptor dan oligarki membiayai demo gak akan dpt untung. Kalau koruptor dan oligarki membiayai pejabat pemerintah, DPR, dan penegak hukum mereka akan pasti untung krn akan bisa menentukan UU, kebijakan dan aman dari jeratan hukum. Sebagai contoh koruptor dapat remisi dan mendapatkan hak istimewa oleh negara dan masih dapat menikmati hasil korupsiny bersama keluargany. Perampasan aset, pemiskinan, dan hukum mati thdp koruptor tidak akan pernah jadi UU dibawah kepemimpinan mereka, yg ada saling melindungi krn sama2 manusia rakus",1783900800,1,False,False,root,
UgxDvlJc_xXBAQkO1gx4AaABAg.AZ9aGo_Ldz9AZA8qTtNpAU,@PraptoYuwono-z6o,UCUTnzg3YQB73RMqh1fJbBFA,Mahasiswa coba demo ke DPR segerakan RUU mjd UU perampasan aset koruptor. Klo ga berani ya mahasiswa cuma mahasiswa sontoloyo,1783900800,0,False,False,UgxDvlJc_xXBAQkO1gx4AaABAg,
UgzE2JbtKt4l6xNJ_TN4AaABAg,@arifmosess8234,UCDcKs_Lxek19Yfcux7WaHEQ,❤❤❤,1783900800,2,False,False,root,
UgzODcgI5jTDBT4cAN14AaABAg,@PakWi-v5u,UC1N1cqvRmpHJ6fZ9fCMtcEQ,"Pak Prabowo jngn Keras"" biar gak putus Urat lehernya.
- Jika DPR gak berani Buat Undang"" ttg Perampasan Aset.
- DPR takut terjerat, Krn Sarang Korupsi.
- Brantas Koruptor dan buat Perpres Perampasan Aset.",1783900800,1,False,False,root,
UgzODcgI5jTDBT4cAN14AaABAg.AZ9_yd7GQ5mAZA9bKEeYBn,@PraptoYuwono-z6o,UCUTnzg3YQB73RMqh1fJbBFA,Bukankah beliau sudah mendorong disegerakan mjd UU perampasan aset koruptor. DPR nya yg bilang melanggar HAM lah dll. Makanya bisa ga mahasiswa demo ke DPR utk menyegerakan disahkan UU tsb. Klo mahasiswa ogah bergerak berarti mahasiswa cuma sontoloyo,1783900800,0,False,False,UgzODcgI5jTDBT4cAN14AaABAg,
UgzODcgI5jTDBT4cAN14AaABAg.AZ9_yd7GQ5mAZAyCwuLuFU,@uidafarida5553,UCB1S4ixydAYWfNILwFwo1Cg,"Putus urat leher"" yg bener komentnya""",1783900800,0,False,False,UgzODcgI5jTDBT4cAN14AaABAg,
Ugxw1U979rAD2evyfK54AaABAg,@ZainulArifin-r1q8c,UC4wECRJSCyS97Cu7g59Bnpg,Indonesia bahagia,1783900800,2,False,False,root,
Ugx7YEhnyW3-_svj2YV4AaABAg,@wiwinwiwin2432,UCdsTNparPAmo2P_-caKGrhA,Apa yg bapak katakan tak ada yang baru.. semuanya usang... rakyat butuh pencerahan...!!!?,1783900800,2,False,False,root,
UgyXdcAxAO2XRXOwK1t4AaABAg,@Kumotoka-dj9qh,UCVyPb8SJAVlgD8GhRRGE1zA,Faisons un discours en français,1783900800,0,False,False,root,
Ugy-34NRX41G-8OcCsN4AaABAg,@Ahmadkuryonosw,UCpRZ8DHmXM-FB9qgSuslPWg,Muak omon2,1783900800,1,False,False,root,
UgwPMQj1Q6YgSF0cDM54AaABAg,@bapakpak4258,UCU5Ih8YxNWsZNTxKETx4qVQ,Bangga pnya presiden yg sgt nasionalis dan bangga dgn kinerjanya.. P umur pak sehat selalu,1783900800,2,False,False,root,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9wgNMMwE0,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,10+6=17,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,@bapakpak4258,UCU5Ih8YxNWsZNTxKETx4qVQ,​ @fajarnurikhsan-e1u memaksakan kehendak suatu kesalahan.. Tpi kebenaran sulit untuk dipadamkan,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9wgNMMwE0,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZABOTB5vWg,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,"​saya tanya, kebenaran apa yg dimaksud itu?",1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZAT5exjKQ6,@bapakpak4258,UCU5Ih8YxNWsZNTxKETx4qVQ,​ @fajarnurikhsan-e1u kebenaran itu sendiri 1+7 bukan 17 tpi 8 karna 8 itu angka keberuntungan..,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZAr-F8kL8d,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,​ @bapakpak4258 kebenaran yg dihasilkan oleh kesalahan gimana itu 10+6 harusnya tau semua jawabannya kok bisa 17 😅,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZBXguTIEBV,@bapakpak4258,UCU5Ih8YxNWsZNTxKETx4qVQ,​ @fajarnurikhsan-e1u kdng kita tdk bisa memahami org yg kecerdasanya di atas rata2 bisa jdi 10+6 =17,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,
UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZBi7DuTleo,@fajarnurikhsan-e1u,UC2gs4-RBBuljYa9orOI5SNg,​ @bapakpak4258  i like it,1783900800,0,False,False,UgwPMQj1Q6YgSF0cDM54AaABAg.AZ9XwcCUwfxAZ9y3MZuW39,
Ugy2FX7uXpORMq8UIfJ4AaABAg,@enigma16969,UC1wUV_AYeSVSM_L8BI38pOQ,Gak bisa lagi gw jalan jalan keluar negeri! Ndasmu! Makanya gw pidato terus😂,1783900800,3,False,False,root,
Ugy2FX7uXpORMq8UIfJ4AaABAg.AZ9XakeqdXlAZ9nl9w5dFr,@SaminSerut06,UCR54wzjaEXbtifBJ4wcZDOA,😮,1783900800,0,False,False,Ugy2FX7uXpORMq8UIfJ4AaABAg,
Ugy2FX7uXpORMq8UIfJ4AaABAg.AZ9XakeqdXlAZA7TjKIAIZ,@PraptoYuwono-z6o,UCUTnzg3YQB73RMqh1fJbBFA,"Sudah dibilang jgn dengki, curiga, caci maki. Tp kamu mmng pembenci aja. Pecundang akut kamu ini. Disuruh pindah ke lain negara, silahkan klo mampu. Ke timor Leste, or papua new guinea sono. Or kemana lah terserah ente. Yg penting jgn ngrecokin lah",1783900800,0,False,False,Ugy2FX7uXpORMq8UIfJ4AaABAg,
UgyNUErol4yr-WD5pq54AaABAg,@simaaripin9172,UCTMpUD6C__8xDIlD6tK36eg,😢,1783900800,0,False,False,root,
UgyzhpTqjO8PyjY4yCJ4AaABAg,@kikimr2649,UC1-sFCmbMBwemqIWuxDVeoA,kentut!,1783900800,0,False,False,root,
UgzHVtgAp_sJjdDwWAZ4AaABAg,@WfferFgttt,UCggG512hwKdOj-WEyQxpenw,Wiwiwiwowo 😂,1783900800,0,False,False,root,
UgwEHb0n--F3SvTGugx4AaABAg,@ZELFANAFrozen,UCiLKeZ397zO2eY61fSVPHIQ,""" K A M I "" PARA PENSIUNAN "" P N S "" TDK BUTUH PERBAIKAN "" G A J I "" YG KAMI HARAPKAN ""  PENUHI HAK2 KAMI "" SEGERA DI "" T E R B I T K A N "" P P.                        "" P E S A N G O N "" YG TELAH DI JANJI2KAN OLEH "" PRESIDEN "" K E N T U T "" 😢",1783900800,0,False,False,root,
Ugz10sNVgsb1179pWPl4AaABAg,@sepatu2196,UCJJglXsxOEdltt7PNEyXcdQ,Sungguh hebat...presidenku pak Prabowo S...haayooo...bawahannya ikut kerja keras doong...,1783900800,3,False,False,root,
Ugz10sNVgsb1179pWPl4AaABAg.AZ9V7rLWl3wAZ9YGvd9spV,@gololebo,UCcNWuiZi8IRDMIKC7w3evRQ,❤️,1783900800,0,False,False,Ugz10sNVgsb1179pWPl4AaABAg,
Ugxn_3vEsSgbwZb5Ulh4AaABAg,@Suhardi-g8p,UCfO2FBx7gtrtiRXJ1nmjidQ,Ayo bapa presiden kejar sang koruptor...ngga usah jauh jauh apalagi sampai antartika..yg dekat aja masih banyak kalo memang serius..😂,1783900800,7,False,False,root,
Ugxn_3vEsSgbwZb5Ulh4AaABAg.AZ9UVTpzKHtAZ9weKKWxm6,@AyatPanjiwtrs,UCnYrE7J-PRvfpf9ed-6jLKw,Coba anda sebutkan namanya dan laporkan ke KPK atau langsung ke pak prabowo .. jgn bnyk bacot,1783900800,0,False,False,Ugxn_3vEsSgbwZb5Ulh4AaABAg,
Ugxn_3vEsSgbwZb5Ulh4AaABAg.AZ9UVTpzKHtAZE7Y_W0xBU,@IwanBlack-s8k,UCgoI1dUn2C3VpsQnu0nD07w,Poken maajenah su blekah,1784001600,0,False,False,Ugxn_3vEsSgbwZb5Ulh4AaABAg,
UgzA_a4vNtrWY401FYN4AaABAg,@YonoLahat-f8y,UCkH6ABIPXg7MJE_cdd_qLMw,Capeeeeeeek,1783900800,1,False,False,root,
